Keyword,Category,SEA competition index,SEA Cost per click,Demand,month,year,Close,High,Low,Average,Max,Min
prix du fioul ordinaire,Fioul - Price,0.18,0.58,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
commander du fioul,Fioul - Transactional,0.78,1.28,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fuel premier,Fioul - Price,0.2,0.41,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix litre fuel,Fioul - Price,0.1,0.27,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
evolution prix fioul domestique,Fioul - Price,0.07,1.65,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
consommation moyenne fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.01,,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
achat fioul domestique,Fioul - Transactional,0.57,1.43,110,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
le prix du fioul va t il baisser,Fioul - Price,0.16,0.59,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
acheter fioul,Fioul - Transactional,0.6,1.29,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul meuse,Fioul - Price,0.2,0.35,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul saone et loire,Fioul - Price,0.33,0.33,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fuel tarif,Fioul - Price,0.38,0.53,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix fioul superieur,Fioul - Price,0.19,0.62,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
acheter du fioul,Fioul - Transactional,0.67,1.22,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul limoges,Fioul - Price,0.22,0.3,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul seine maritime,Fioul - Price,0.15,0.43,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul puy de dome,Fioul - Price,0.09,0.51,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
consommation fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.02,,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul domestique le moins cher,Fioul - Low cost,0.9,0.7,260,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul allier,Fioul - Price,0.17,,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
augmentation du fuel,Fioul - Price,0.11,0.14,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul haute normandie,Fioul - Price,0.26,0.33,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul strasbourg,Fioul - Price,0.23,1.52,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul chauffage,Fioul - Price,0.17,0.26,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fuel de chauffage,Fioul - Price,0.3,0.33,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul paiement en plusieurs fois,Fioul - Transactional,0.57,1.44,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
vente de fioul,Fioul - Transactional,0.77,1.07,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
livraison fuel domestique,Fioul - Transactional,0.32,0.92,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
consommation fuel maison,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.0,,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul meilleur prix,Fioul - Low cost,0.73,0.95,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul nord pas de calais,Fioul - Price,0.09,0.79,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul haute vienne,Fioul - Price,0.27,0.32,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul charente maritime,Fioul - Price,0.13,0.41,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fournisseur fioul,Fioul - Transactional,0.4,0.78,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul haute marne,Fioul - Price,0.17,0.62,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
comparateur prix du fioul,Fioul - Low cost,0.54,0.57,140,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul ain,Fioul - Price,0.27,0.36,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul actuellement,Fioul - Price,0.21,0.31,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul rhone,Fioul - Price,0.25,0.96,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
augmentation fuel,Fioul - Price,0.11,0.34,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul ardeche,Fioul - Price,0.15,0.31,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul oise,Fioul - Generic,0.24,0.12,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fuel au litre,Fioul - Price,0.1,0.31,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
achat groupé fuel,Fioul - Transactional,0.49,0.63,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul domestique bas rhin,Fioul - Price,0.18,0.15,210,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
nettoyage cuve a fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,1.35,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul en ligne,Fioul - Generic,0.58,0.35,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul caen,Fioul - Price,0.29,0.66,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul creutzwald,Fioul - Price,0.19,0.16,0,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix actuel du fuel,Fioul - Price,0.1,0.3,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
le prix du fuel domestique,Fioul - Price,0.27,0.23,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul niort,Fioul - Price,0.2,,0,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
consommation fioul maison 120m2,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.04,,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
cours du fuel domestique aujourd hui,Fioul - Price,0.19,0.41,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul perpignan,Fioul - Generic,0.33,0.22,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul charente,Fioul - Price,0.1,0.12,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul marne,Fioul - Price,0.2,0.6,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul yonne,Fioul - Price,0.24,0.41,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul creutzwald,Fioul - Generic,0.26,0.22,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul ariege,Fioul - Price,0.15,0.12,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
évolution du prix du fioul domestique,Fioul - Price,0.1,0.5,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
le prix du litre de fioul,Fioul - Price,0.18,0.26,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul abbeville,Fioul - Price,0.17,0.11,0,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance prix fuel,Fioul - Price,0.18,0.36,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
nettoyage cuve fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.83,2.41,170,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe du prix du fioul,Fioul - Price,0.09,1.02,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
evolution prix du fioul domestique,Fioul - Price,0.14,,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fuel domestique pas cher,Fioul - Low cost,0.91,0.98,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance du prix du fioul,Fioul - Price,0.28,0.46,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
evolution du prix du fuel domestique,Fioul - Price,0.11,0.54,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul ardennes,Fioul - Generic,0.19,1.09,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
combien coute le fioul,Fioul - Price,0.23,0.61,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix litre fuel domestique,Fioul - Price,0.09,0.33,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul le mans,Fioul - Generic,0.41,1.3,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
achat fuel domestique,Fioul - Transactional,0.58,1.71,110,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
augmentation fuel domestique,Fioul - Price,0.13,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul rhone alpes,Fioul - Price,0.23,0.43,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul amiens,Fioul - Price,0.09,0.71,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
abonnement fioul,Fioul - Transactional,0.31,0.62,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe prix fioul,Fioul - Price,0.08,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul domestique prix aujourd hui,Fioul - Price,0.27,0.89,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul basse normandie,Fioul - Price,0.19,0.36,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
evolution fuel,Fioul - Price,0.17,0.56,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
evolution tarif fioul,Fioul - Price,0.1,1.28,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul haute savoie,Fioul - Generic,0.3,0.31,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe du fioul,Fioul - Price,0.09,0.6,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul dijon,Fioul - Generic,0.27,0.31,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix fioul ordinaire,Fioul - Price,0.2,0.97,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tarifs du fioul domestique aujourd hui,Fioul - Price,0.27,0.77,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
chaudiere fioul a ventouse,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.6,90,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix litre fioul domestique,Fioul - Price,0.14,0.68,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix moyen fuel domestique,Fioul - Price,0.19,0.68,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
nettoyage d une cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.89,,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
comparatif prix fioul,Fioul - Low cost,0.59,0.57,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fuel domestique tarif,Fioul - Price,0.31,0.38,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix moyen fioul,Fioul - Price,0.24,0.62,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix actuel du fioul,Fioul - Price,0.24,0.23,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
acheter fioul domestique,Fioul - Transactional,0.66,0.82,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe prix fuel domestique,Fioul - Price,0.07,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix de fuel domestique,Fioul - Price,0.25,0.28,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance prix fuel domestique,Fioul - Price,0.2,0.57,70,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
commande de fuel,Fioul - Transactional,0.65,2.2,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul charente,Fioul - Generic,0.17,,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tarif fuel domestique aujourd hui,Fioul - Price,0.32,1.21,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
entretien cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.62,3.35,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul manche,Fioul - Generic,0.25,0.62,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance du prix du fioul domestique,Fioul - Price,0.22,0.12,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul nievre,Fioul - Price,0.31,0.37,0,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
meilleur prix fioul,Fioul - Low cost,0.83,0.95,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
cout fuel domestique,Fioul - Price,0.22,0.37,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tarif fioul domestique aujourd hui,Fioul - Price,0.23,0.44,50,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul colmar,Fioul - Generic,0.31,0.71,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul soissons,Fioul - Generic,0.13,0.15,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
le prix du fuel domestique aujourd hui,Fioul - Price,0.32,0.61,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul haute loire,Fioul - Generic,0.07,0.17,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul brest,Fioul - Generic,0.26,0.33,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
commander du fuel,Fioul - Transactional,0.65,1.35,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix moyen du fioul domestique,Fioul - Price,0.15,0.42,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe prix du fuel,Fioul - Price,0.07,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul saint junien,Fioul - Generic,0.05,0.33,0,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix fuel domestique aujourd hui,Fioul - Price,0.11,0.27,170,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
cours du prix du fioul,Fioul - Price,0.18,0.25,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul eure et loir,Fioul - Generic,0.08,0.95,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
aide pour le chauffage au fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.57,0.32,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul meuse,Fioul - Generic,0.24,0.18,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe prix fuel,Fioul - Price,0.04,0.25,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul castres,Fioul - Generic,0.26,0.26,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix moyen du fuel,Fioul - Price,0.08,0.11,40,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul le havre,Fioul - Generic,0.16,0.53,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul lyon,Fioul - Price,0.28,0.89,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance prix du fuel domestique,Fioul - Price,0.22,0.16,30,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul saumur,Fioul - Generic,0.22,0.82,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fuel prix tendance,Fioul - Price,0.31,1.75,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
livraison fioul pas cher,Fioul - Transactional,0.83,2.4,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
courbe prix du fioul domestique,Fioul - Price,0.08,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
cout nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.5,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul crepy en valois,Fioul - Generic,0.27,1.11,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
le fuel le moins cher,Fioul - Low cost,0.7,0.31,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance du prix du fuel domestique,Fioul - Price,0.14,,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fioul 2016,Fioul - Price,0.01,,0,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
tendance prix du fioul domestique,Fioul - Price,0.21,0.15,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
prix du fuel ce jour,Fioul - Price,0.27,0.27,10,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
evolution prix du fuel domestique aujourd hui,Fioul - Price,0.08,0.41,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
fioul nord pas de calais,Fioul - Generic,0.23,1.35,20,10,2013,109.3591304347826,112.0,106.27,14.795188465873261,29.800000000000008,-3.5
